Compound.ID,Batch.Ref,Compound.Alias,Drug.Name,Main.Target,Selectivity,Therapeutic.Group,Library.ID,Supplier
WEHI-1214954,01,SN00734581,2-Cyclooctyl-2-hydroxyethylamine_hydrochloride,Inhibitor_of_phenylethanolamine_N-methyltransferase_(PNMT),PNMT,Neurotransmission,KnownDrugs,LOPAC
WEHI-1214734,01,SN00734582,4-Aminobenzamidine_dihydrochloride,Trypsin_inhibitor;_competitive_kallikrein_inhibitor,Trypsin,Biochemistry,KnownDrugs,LOPAC
WEHI-1215058,01,SN00734583,R-(-)-Desmethyldeprenyl_hydrochloride,MAO-B_inhibitor;_metabolite_of_L-deprenyl,MAO-B,Neurotransmission,KnownDrugs,LOPAC
WEHI-1215730,01,SN00734584,Serotonin_hydrochloride,Endogenous_neurotransmitter,Acquired,Serotonin,KnownDrugs,LOPAC
WEHI-1215324,01,SN00734585,Mexiletene_hydrochloride,Sodium_channel_blocker,Acquired,Na+_Channel,KnownDrugs,LOPAC
WEHI-1215385,01,SN00734586,Memantine_hydrochloride,Antagonist_of_NMDA_glutamate_receptors;_stimulates_dopamine_release,NMDA,Glutamate,KnownDrugs,LOPAC
WEHI-1215029,01,SN00734587,DL-alpha-Difluoromethylornithine_hydrochloride,Selective_irreversible_ornithine_decarboxylase_(ODC)_inhibitor,ODC,Angiogenesis,KnownDrugs,LOPAC
WEHI-1215108,01,SN00734588,(±)-Epinephrine_hydrochloride,Adrenoceptor_agonist,,Adrenoceptor,KnownDrugs,LOPAC
WEHI-1215382,01,SN00734589,(±)-Normetanephrine_hydrochloride,Norepinephrine_metabolite,Norepinephrine,Adrenoceptor,KnownDrugs,LOPAC
WEHI-1214848,01,SN00734590,6-Fluoronorepinephrine_hydrochloride,alpha_Adrenoceptor_agonist,alpha,Adrenoceptor,KnownDrugs,LOPAC
WEHI-1215224,01,SN00734591,L-N6-(1-Iminoethyl)lysine_hydrochloride,Selective_inducible_nitric_oxide_synthase_(iNOS)_inhibitor,iNOS,Nitric_Oxide,KnownDrugs,LOPAC
WEHI-1214919,01,SN00734592,Cystamine_dihydrochloride,Transglutaminase_inhibitor;_substrate_analog,Transglutaminase,Glutamate,KnownDrugs,LOPAC
WEHI-1215071,01,SN00734593,"(±)-2,3-Dichloro-alpha-methylbenzylamine_hydrochloride",Inhibitor_of_phenylethanolamine_N-methyltransferase_(PNMT);_alpha2_adrenoceptor_blocker,PNMT,Neurotransmission,KnownDrugs,LOPAC
WEHI-1215327,01,SN00734594,O-Methylserotonin_hydrochloride,Nonselective_serotonin_receptor_agonist_that_lacks_affinity_for_the_5-HT3_receptor,Acquired,Serotonin,KnownDrugs,LOPAC
WEHI-1214956,01,SN00734595,Tocainide_hydrochloride,Sodium_channel_blocker_Class_IB_antiarrhythmic,,Na+_Channel,KnownDrugs,LOPAC
WEHI-1215281,01,SN00734596,6-Methyl-2-(phenylethynyl)pyridine_hydrochloride,"Highly_selective,_non-competitive_mGluR5_metabotropic_glutamate_receptor_antagonist",mGluR5,Glutamate,KnownDrugs,LOPAC
WEHI-1215540,01,SN00734597,SKF_86466,Potent_and_selective_alpha2_adrenoceptor_antagonist,alpha2,Adrenoceptor,KnownDrugs,LOPAC
WEHI-1215310,01,SN00734598,(S)-MAP4_hydrochloride,"mGluR4,6,7","mGluR4,6,7",Glutamate,KnownDrugs,LOPAC
WEHI-1214815,01,SN00734599,BU224_hydrochloride,I2_Imidazoline_receptor_antagonist,I2,Imidazoline,KnownDrugs,LOPAC
WEHI-1214712,01,SN00734600,"9-Amino-1,2,3,4-tetrahydroacridine_hydrochloride",Cholinesterase_inhibitor;_reported_to_be_useful_in_the_treatment_of_Alzheimer`s_disease,Cholinesterase,Cholinergic,KnownDrugs,LOPAC
WEHI-1215604,01,SN00734601,Tetrahydrozoline_hydrochloride,alpha-Adrenoceptor_agonist;_imidazoline_binding_site_ligand;_vasoconstrictor,alpha,Adrenoceptor,KnownDrugs,LOPAC
WEHI-1214994,01,SN00734602,"N^G,N^G-Dimethylarginine_hydrochloride",Reversible_inhibitor_of_nitric_oxide_synthetase_in_vivo_and_in_vitro,NOS,Nitric_Oxide,KnownDrugs,LOPAC
WEHI-1215699,01,SN00734603,(+)-Norfenfluramine_hydrochloride,"the_major_hepatic_metabolite_of_(+)-fenfluramine_and_is_primarily_responsible_for_the_anorexic_effect,_as_well_as_side_effects;_(+)-norfenfluramine_causes_vasoconstriction_and_a_blood_pressure_increase",Acquired,Serotonin,KnownDrugs,LOPAC
WEHI-1214782,01,SN00734604,4-(2-Aminoethyl)benzenesulfonyl_fluoride_hydrochloride,Irreversible_serine_protease_inhibitor,Serine_Protease,Biochemistry,KnownDrugs,LOPAC
WEHI-1215216,01,SN00734605,Idazoxan_hydrochloride,I2-imidazoline_agonist;_I1-imidazoline_antagonist;_alpha2-Adrenergic_antagonist,I1_/_I2,Imidazoline,KnownDrugs,LOPAC
WEHI-1215246,01,SN00734606,(-)-Tetramisole_hydrochloride,Inhibits_multiple_mammalian_alkaline_phosphatases,,Phosphorylation,KnownDrugs,LOPAC
WEHI-1215656,01,SN00734607,Tetramisole_hydrochloride,"Inhibits_various_mammalian_alkaline_phosphatases_(ie,_liver,_kidney,_placenta,_bone_and_tumor)",Phosphatase,Phosphorylation,KnownDrugs,LOPAC
WEHI-1215453,01,SN00734608,(+)-Pilocarpine_hydrochloride,Cholinergic_receptor_agonist,Muscarinic,Cholinergic,KnownDrugs,LOPAC
WEHI-1215325,01,SN00734609,alpha-Methyl-DL-tyrosine_methyl_ester_hydrochloride,Tyrosine_hydroxylase_inhibitor,Tyrosine_hydroxylase,Neurotransmission,KnownDrugs,LOPAC
WEHI-1215361,01,SN00734610,Naphazoline_hydrochloride,alpha-Adrenoceptor_agonist;_imidazoline_receptor_agonist;_vasoconstrictor,alpha,Adrenoceptor,KnownDrugs,LOPAC
WEHI-1214966,01,SN00734611,"L-3,4-Dihydroxyphenylalanine_methyl_ester_hydrochloride",Precursor_to_L-DOPA_that_crosses_the_blood-brain_barrier,,Dopamine,KnownDrugs,LOPAC
WEHI-1215233,01,SN00734612,(-)-Isoproterenol_hydrochloride,beta-Adrenoceptor_agonist;_increases_cytosolic_cAMP,beta,Adrenoceptor,KnownDrugs,LOPAC
WEHI-1215260,01,SN00734613,(±)-Isoproterenol_hydrochloride,Sympathomimetic_amine_acting_almost_exclusively_on_beta_adrenoceptors;_bronchodilator,beta,Adrenoceptor,KnownDrugs,LOPAC
WEHI-1215311,01,SN00734614,Methoxamine_hydrochloride,alpha1_Adrenoceptor_agonist,alpha1,Adrenoceptor,KnownDrugs,LOPAC
WEHI-1214955,01,SN00734615,1-(m-Chlorophenyl)-biguanide_hydrochloride,5-HT3_serotonergic_receptor_agonist,5-HT3,Serotonin,KnownDrugs,LOPAC
WEHI-1215644,01,SN00734616,1-(1-Naphthyl)piperazine_hydrochloride,5-HT2_serotonin_receptor_antagonist,5-HT2,Serotonin,KnownDrugs,LOPAC
WEHI-1215245,01,SN00734617,4-Amidinophenylmethanesulfonyl_fluoride_hydrochloride,Irreversible_inhibitor_of_serine_proteases_with_lysine_or_arginine_substrate_specificities,Serine_protease,Biochemistry,KnownDrugs,LOPAC
WEHI-1214964,01,SN00734618,Cirazoline_hydrochloride,Selective_alpha1_adrenoceptor_agonist;_non-selective_imidazoline_binding_site_ligand,alpha1A,Adrenoceptor,KnownDrugs,LOPAC
WEHI-1215107,01,SN00734619,Efaroxan_hydrochloride,I1_Imidazoline_binding_site_antagonist,I1,Imidazoline,KnownDrugs,LOPAC
WEHI-1214824,01,SN00734620,B-HT_933_dihydrochloride,Selective_alpha2_adrenoceptor_agonist,alpha2,Adrenoceptor,KnownDrugs,LOPAC
WEHI-1215532,01,SN00734621,Spermidine_trihydrochloride,Binds_to_the_polyamine_modulatory_site_of_the_NMDA_glutamate_receptor,NMDA-Polyamine,Glutamate,KnownDrugs,LOPAC
WEHI-1215483,01,SN00734622,R(+)-3PPP_hydrochloride,"Binds_with_high_selectivity_to_sigma_receptors,_yet_has_no_affinity_for_phencyclidine_receptors;_dopamine_receptor_agonist",D2,Dopamine,KnownDrugs,LOPAC
WEHI-1215489,01,SN00734623,S(-)-3PPP_hydrochloride,Dopamine_autoreceptor_agonist;_postsynaptic_dopamine_receptor_antagonist,D2,Dopamine,KnownDrugs,LOPAC
WEHI-1215485,01,SN00734624,(-)-Quinpirole_hydrochloride,Selective_D2-like_dopamine_receptor_agonist_with_some_selectivity_for_D3_sites,D2/D3,Dopamine,KnownDrugs,LOPAC
WEHI-1215475,01,SN00734625,BF-170_hydrochloride,Exhibits_3-fold_greater_binding_affinity_to_tau_than_amyloid_beta_fibrils_Does_not_inhibit_amyloid_beta,Tau,Neurodegeneration,KnownDrugs,LOPAC
WEHI-1215497,01,SN00734626,Prilocaine_hydrochloride,Na+_channel_blocker,,Na+_Channel,KnownDrugs,LOPAC
WEHI-1214792,01,SN00734627,Ancitabine_hydrochloride,Antineoplastic,,DNA_Metabolism,KnownDrugs,LOPAC
WEHI-1215615,01,SN00734628,Tulobuterol_hydrochloride,beta-Adrenoceptor_agonist_related_to_structurally_to_terbutaline;_bronchodilator,beta,Adrenoceptor,KnownDrugs,LOPAC
WEHI-1214767,01,SN00734629,Amiloride_hydrochloride,Epithelial_Na+_channel_blocker,Epithelial,Na+_Channel,KnownDrugs,LOPAC
WEHI-1214895,01,SN00734630,Clonidine_hydrochloride,alpha2_Adrenoceptor_agonist;_antihypertensive,alpha2,Adrenoceptor,KnownDrugs,LOPAC
WEHI-1215376,01,SN00734631,NG-Nitro-L-arginine_methyl_ester_hydrochloride,Competitive_inhibitor_of_nitric_oxide_synthase,NOS,Nitric_Oxide,KnownDrugs,LOPAC
WEHI-1215537,01,SN00734632,RX_821002_hydrochloride,Selective_alpha2-adrenoceptor_antagonist,alpha2,Adrenoceptor,KnownDrugs,LOPAC
WEHI-1215230,01,SN00734633,Lidocaine_hydrochloride,Anti-arrhythmic;_local_anesthetic,,Na+_Channel,KnownDrugs,LOPAC
WEHI-1215465,01,SN00734634,Procaine_hydrochloride,Na+_channel_blocker,,Na+_Channel,KnownDrugs,LOPAC
WEHI-1214814,01,SN00734635,Bupropion_hydrochloride,Selective_dopamine_reuptake_inhibitor;_antidepressant,Reuptake,Dopamine,KnownDrugs,LOPAC
WEHI-1215295,01,SN00734636,Moxonidine_hydrochloride,Selective_alpha2A_adrenoreceptor_agonist;_imidazoline_binding_site_agonist;_antihypertensive,alpha2A,Adrenoceptor,KnownDrugs,LOPAC
WEHI-1214932,01,SN00734637,Cytosine-1-beta-D-arabinofuranoside_hydrochloride,Selective_inhibitor_of_DNA_synthesis,,DNA_Metabolism,KnownDrugs,LOPAC
WEHI-1215365,01,SN00734638,"MDL_26,630_trihydrochloride",Spermidine_analog_that_activates_the_polyamine_site_associated_with_the_NMDA_glutamate_receptor,NMDA-Polyamine,Glutamate,KnownDrugs,LOPAC
WEHI-1215255,01,SN00734639,Imiloxan_hydrochloride,Selective_alpha2B-adrenoceptor_antagonist,alpha2B,Adrenoceptor,KnownDrugs,LOPAC
WEHI-1215719,01,SN00734640,Xylometazoline_hydrochloride,alpha-Adrenoceptor_agonist;_imidazoline_binding_site_ligand,alpha,Adrenoceptor,KnownDrugs,LOPAC
WEHI-1214711,01,SN00734641,p-Aminoclonidine_hydrochloride,alpha2_Adrenoceptor_agonist,alpha2,Adrenoceptor,KnownDrugs,LOPAC
WEHI-1215106,01,SN00734642,Guanfacine_hydrochloride,alpha2-Adrenoceptor_agonist,alpha2,Adrenoceptor,KnownDrugs,LOPAC
WEHI-1215524,01,SN00734643,"(±)-PD_128,907_hydrochloride",Selective_D3_dopamine_receptor_agonist,D3,Dopamine,KnownDrugs,LOPAC
WEHI-1215089,01,SN00734644,Epinastine_hydrochloride,Non-sedating_H1_histamine_receptor_antagonist,H1,Histamine,KnownDrugs,LOPAC
WEHI-1214802,01,SN00734645,Alprenolol_hydrochloride,beta_Adrenoceptor_antagonist,beta,Adrenoceptor,KnownDrugs,LOPAC
WEHI-1215720,01,SN00734646,Olprinone_hydrochloride,Selective_phosphodiesterase_3_(PDE3)_inhibitor,PDE3,Phosphodiesterase,KnownDrugs,LOPAC
WEHI-1215584,01,SN00734647,Tizanidine_hydrochloride,alpha2-adrenoceptor_agonist,alpha2,Adrenoceptor,KnownDrugs,LOPAC
WEHI-1215035,01,SN00734648,(±)-SKF-38393_hydrochloride,D1_Dopamine_receptor_agonist,D1,Dopamine,KnownDrugs,LOPAC
WEHI-1214985,01,SN00734649,Diphenhydramine_hydrochloride,H1_Histamine_receptor_antagonist,H1,Histamine,KnownDrugs,LOPAC
WEHI-1214871,01,SN00734650,Benserazide_hydrochloride,Peripheral_decarboxylase_inhibitor,Decarboxylase,Biochemistry,KnownDrugs,LOPAC
WEHI-1214699,01,SN00734651,"5-(N,N-Dimethyl)amiloride_hydrochloride",Selective_blocker_of_Na+/H+_antiport,Na+/H+_Antiporter,Ion_Pump,KnownDrugs,LOPAC
WEHI-1214883,01,SN00734652,Centrophenoxine_hydrochloride,Nootropic;_cholinergic_drug,,Nootropic,KnownDrugs,LOPAC
WEHI-1215413,01,SN00734653,(±)-Propranolol_hydrochloride,beta_Adrenoceptor_antagonist;_cardiac_depressant_(anti-arrhythmic),beta,Adrenoceptor,KnownDrugs,LOPAC
WEHI-1215511,01,SN00734654,(S)-Propranolol_hydrochloride,Active_beta-adrenoceptor_receptor_blocking_enantiomer;_5-HT1_serotonin_receptor_antagonist,beta,Adrenoceptor,KnownDrugs,LOPAC
WEHI-1215681,01,SN00734655,(±)-Vesamicol_hydrochloride,Potent_inhibitor_of_vesicular_acetylcholine_storage,ACh_storage,Cholinergic,KnownDrugs,LOPAC
WEHI-1215087,01,SN00734656,Fenspiride_hydrochloride,alpha-Adrenoceptor_antagonist;_NSAID,alpha,Adrenoceptor,KnownDrugs,LOPAC
WEHI-1215418,01,SN00734657,Oxymetazoline_hydrochloride,"Partial_alpha2A_adrenoceptor_agonist;_agonist_at_serotonin_5-HT1A,_5-HT1B_and_5-HT1D_receptors_and_a_mixed_agonist-antagonist_at_5-HT2C_receptors",alpha2A,Adrenoceptor,KnownDrugs,LOPAC
WEHI-1215574,01,SN00734658,Ropinirole_hydrochloride,"Agonist_at_the_D2_and_D3_dopamine_receptor_subtypes,_binding_with_higher_affinity_to_D3_than_to_D2_or_D4",D3,Dopamine,KnownDrugs,LOPAC
WEHI-1215050,01,SN00734659,DBO-83,Nicotinic_acetylcholine_receptor_agonist,Nicotinic,Cholinergic,KnownDrugs,LOPAC
WEHI-1215379,01,SN00734660,Methapyrilene_hydrochloride,H1_Histamine_receptor_antagonist,H1,Histamine,KnownDrugs,LOPAC
WEHI-1214839,01,SN00734661,Gemcitabine_hydrochloride,Gemcitabine_is_a_widely_used_antitumor_agents_in_both_clinics_and_research_labs_It_is_an_antineoplastic_agent_and_antimetabolite,,Apoptosis_and_Cell_Cycle,KnownDrugs,LOPAC
WEHI-1214761,01,SN00734662,Antozoline_hydrochloride,Imidazoline_agonist;_more_potent_than_efaroxan_in_inducing_insulin_release_from_beta_cells;_H1_histamine_receptor_antagonist,,Imidazoline,KnownDrugs,LOPAC
WEHI-1215104,01,SN00734663,NS8593_hydrochloride,Blocks_small_conductance_Ca2+_activated_K+_channels,SK(Ca),Ca2+_Channel,KnownDrugs,LOPAC
WEHI-1215472,01,SN00734664,Protriptyline_hydrochloride,Norepinephrine_reuptake_blocker,Reuptake,Adrenoceptor,KnownDrugs,LOPAC
WEHI-1215286,01,SN00734665,Mianserin_hydrochloride,Serotonin_receptor_antagonist,,Serotonin,KnownDrugs,LOPAC
WEHI-1215446,01,SN00734666,PNU-282987,Selective_alpha7_nicotinic_acetylcholine_receptor_(nAChR)_agonist,Nicotinic_alpha7,Cholinergic,KnownDrugs,LOPAC
WEHI-1215689,01,SN00734667,S(-)-UH-301_hydrochloride,Potent_and_selective_5-HT1A_serotonin_receptor_antagonist,5-HT1A,Serotonin,KnownDrugs,LOPAC
WEHI-1214968,01,SN00734668,Desipramine_hydrochloride,Antidepressant,Uptake,Adrenoceptor,KnownDrugs,LOPAC
WEHI-1214737,01,SN00734669,Apomorphine_hydrochloride_hemihydrate,Non-selective_dopamine_receptor_agonist,,Dopamine,KnownDrugs,LOPAC
WEHI-1214797,01,SN00734670,SB_200646_hydrochloride,5-HT_2C/2B_serotonin_receptor_antagonist,5-HT2C/2B,Serotonin,KnownDrugs,LOPAC
WEHI-1215737,01,SN00734671,Orphenadrine_hydrochloride,Muscarinic_acetylcholine_receptor_antagonist;_H1_histamine_receptor_antagonist,Muscarinic,Cholinergic,KnownDrugs,LOPAC
WEHI-1215267,01,SN00734672,TMPH_hydrochloride,Potent_inhibitor_of_neuronal_nicotinic_receptors_Subtype_specific_(alpha3/4_and_beta_2/4_combinations),Nicotinic,Cholinergic,KnownDrugs,LOPAC
WEHI-1217060,01,SN00734673,CP-93129_dihydrochloride_hydrate,CP-93129_is_a_potent_and_selective_5-HT1B_agonist,5-HT1B,Serotonergics,KnownDrugs,LOPAC
WEHI-1215152,01,SN00734674,Ciproxifan_hydrochloride,H3_histamine_receptor_antagonist,H3,Histamine,KnownDrugs,LOPAC
WEHI-1215687,01,SN00734675,A-68930_hydrochloride,Selective_D1_dopamine_receptor_agonist,D1,Dopamine,KnownDrugs,LOPAC
WEHI-1215416,01,SN00734676,Nisoxetine_hydrochloride,Potent_and_selective_norepinephrine_reuptake_blocker,Reuptake,Adrenoceptor,KnownDrugs,LOPAC
WEHI-1215288,01,SN00734677,Clorgyline_hydrochloride,Selective_MAO-A_inhibitor,MAO-A,Neurotransmission,KnownDrugs,LOPAC
WEHI-1215539,01,SN00734678,(±)-Sotalol_hydrochloride,"Potent_beta-adrenoceptor_antagonist,_a_class_III_antiarrythmic;_prolongs_the_action_potential_and_increases_the_refractory_period",beta,Adrenoceptor,KnownDrugs,LOPAC
WEHI-1214924,01,SN00734679,Cyclobenzaprine_hydrochloride,5-HT2_serotonin_receptor_antagonist,5-HT2,Serotonin,KnownDrugs,LOPAC
WEHI-1215226,01,SN00734680,Molindone_hydrochloride,D2_dopamine_receptor_antagonist;_monoamine_oxidase_inhibitor,D2,Dopamine,KnownDrugs,LOPAC
WEHI-1215156,01,SN00734681,HA-100,"Inhibitor_of_protein_kinase_A_(PKA),_protein_kinase_C_(PKC)_and_myosin_light_chain_kinase_(MLCK)",PKA_/_PKC_/_MLCK,Phosphorylation,KnownDrugs,LOPAC
WEHI-1214693,01,SN00734682,N-Acetylprocainamide_hydrochloride,Blocks_Na+_channels_and_appears_to_have_Class_III_anti-arrhythmic_activity;metabolite_of_Procainamide,,Na+_Channel,KnownDrugs,LOPAC
WEHI-1215092,01,SN00734683,erythro-9-(2-Hydroxy-3-nonyl)adenine_hydrochloride,Potent_adenosine_deaminase_inhibitor,Adenosine_deaminase,Adenosine,KnownDrugs,LOPAC
WEHI-1215047,01,SN00734684,Venlafaxine_hydrochloride,Dual_serotonin_and_norepinephrine_reuptake_inhibitor_Antidepressant,5-HT_and_NE,Serotonin,KnownDrugs,LOPAC
WEHI-1214768,01,SN00734685,Amitriptyline_hydrochloride,Tricyclic_antidepressant,Uptake,Adrenoceptor,KnownDrugs,LOPAC
WEHI-1215347,01,SN00734686,Maprotiline_hydrochloride,Selective_norepinephrine_reuptake_inhibitor,Reuptake,Adrenoceptor,KnownDrugs,LOPAC
WEHI-1215630,01,SN00734687,"(6R)-5,6,7,8-Tetrahydro-L-biopterin_hydrochloride","Tyrosine_&_tryptophan_hydroxylase,_NOS","Tyrosine_&_tryptophan_hydroxylase,_NOS",Neurotransmission,KnownDrugs,LOPAC
WEHI-1215598,01,SN00734688,Triprolidine_hydrochloride,Potent_H1_histamine_receptor_antagonist,H1,Histamine,KnownDrugs,LOPAC
WEHI-1214980,01,SN00734689,(±)-CGP-12177A_hydrochloride,Mixed_beta_adrenoceptor_agonist/antagonist,beta,Adrenoceptor,KnownDrugs,LOPAC
WEHI-1215309,01,SN00734690,Moxisylyte_hydrochloride,alpha1-Adrenoceptor_antagonist,alpha1,Adrenoceptor,KnownDrugs,LOPAC
WEHI-1214952,01,SN00734691,Doxepin_hydrochloride,Antidepressant;_antipruritic,Uptake,Adrenoceptor,KnownDrugs,LOPAC
WEHI-1215026,01,SN00734692,R(-)-Apocodeine_hydrochloride,Dopamine_receptor_agonist;_apomorphine_metabolite,,Dopamine,KnownDrugs,LOPAC
WEHI-1215509,01,SN00734693,Quinelorane_dihydrochloride,D2_Dopamine_receptor_agonist;_2-aminopyridine_analog_of_Quinpirole,D2,Dopamine,KnownDrugs,LOPAC
WEHI-1214946,01,SN00734694,Y-27632_dihydrochloride,"Highly_potent,_cell-permeable,_and_selective_Rho-associated_coiled-coil_forming_protein_serine/threonine_kinase_(ROCK)_inhibitor_Also_inhibits_ROCK-II_with_equal_potency_The_inhibition_is_competitive_with_respect_to_ATP",ROCK,Phosphorylation,KnownDrugs,LOPAC
WEHI-1215705,01,SN00734695,3-Tropanyl-indole-3-carboxylate_hydrochloride,Selective_5-HT3_serotonin_receptor_antagonist,5-HT3,Serotonin,KnownDrugs,LOPAC
WEHI-1215415,01,SN00734696,Promethazine_hydrochloride,H1_Histamine_receptor_antagonist;_anticholinergic,H1,Histamine,KnownDrugs,LOPAC
WEHI-1215460,01,SN00734697,Promazine_hydrochloride,D2_dopamine_receptor_antagonist;_phenothiazine_antipsychotic,D2,Dopamine,KnownDrugs,LOPAC
WEHI-1215514,01,SN00734698,A3_hydrochloride,Non-selective_casein_kinase_(CK)_inhibitor,Casein_kinase,Phosphorylation,KnownDrugs,LOPAC
WEHI-1215303,01,SN00734699,BW_723C86,5-HT2B_serotonin_receptor_agonist,5-HT2B,Serotonin,KnownDrugs,LOPAC
WEHI-1215527,01,SN00734700,Ritodrine_hydrochloride,beta2-Adrenoceptor_agonist;_relaxes_uterine_muscle_contractions,beta2,Adrenoceptor,KnownDrugs,LOPAC
WEHI-1215053,01,SN00734701,R(+)-SCH-23390_hydrochloride,Selective_D1_dopamine_receptor_antagonist,D1,Dopamine,KnownDrugs,LOPAC
WEHI-1215038,01,SN00734702,Etazolate_hydrochloride,Phosphodiesterase_inhibitor,Phosphodiesterase,Adenosine,KnownDrugs,LOPAC
WEHI-1215266,01,SN00734703,"L-687,384_hydrochloride",Putative_sigma-1_receptor_agonist,sigma1,Opioid,KnownDrugs,LOPAC
WEHI-1215241,01,SN00734704,Indatraline_hydrochloride,"Potent_inhibitor_of_dopamine,_norepinephrine_and_serotonin_reuptake",Reuptake,Dopamine,KnownDrugs,LOPAC
WEHI-1215627,01,SN00734705,SB_206553_hydrochloride,Potent_5-HT2C/5-HT2B_serotonin_receptor_antagonist,5-HT2C/5-HT2B,Serotonin,KnownDrugs,LOPAC
WEHI-1215198,01,SN00734706,GYKI_52466_hydrochloride,Selective_AMPA/kainate_glutamate_receptor_antagonist;_anticonvulsant;_skeletal_muscle_relaxant,AMPA/kainate,Glutamate,KnownDrugs,LOPAC
WEHI-1215034,01,SN00734707,R(-)-Propylnorapomorphine_hydrochloride,Highly_potent_and_selective_D2_dopamine_receptor_agonist,D2,Dopamine,KnownDrugs,LOPAC
WEHI-1215423,01,SN00734708,Nylidrin_hydrochloride,beta_Adrenoceptor_agonist;_peripheral_vasodilator,beta,Adrenoceptor,KnownDrugs,LOPAC
WEHI-1214866,01,SN00734709,BTCP_hydrochloride,Selective_blocker_of_dopamine_reuptake,Reuptake,Dopamine,KnownDrugs,LOPAC
WEHI-1215304,01,SN00734710,Metoclopramide_hydrochloride,5-HT3_Serotonin_receptor_antagonist;_D2_dopamine_receptor_antagonist;_anti-emetic,D2,Dopamine,KnownDrugs,LOPAC
WEHI-1215619,01,SN00734711,"SDZ-205,557_hydrochloride",Potent_and_selective_5-HT4_serotonin_receptor_antagonist,5-HT4,Serotonin,KnownDrugs,LOPAC
WEHI-1214973,01,SN00734712,Dobutamine_hydrochloride,beta1_Adrenoceptor_agonist,beta1,Adrenoceptor,KnownDrugs,LOPAC
WEHI-1215594,01,SN00734713,Trihexyphenidyl_hydrochloride,Muscarinic_acetylcholine_receptor_antagonist;_centrally_acting_anticholinergic,Muscarinic,Cholinergic,KnownDrugs,LOPAC
WEHI-1215355,01,SN00734714,H-8_dihydrochloride,"PKA,_PKG","PKA,_PKG",Phosphorylation,KnownDrugs,LOPAC
WEHI-1215248,01,SN00734715,Iofetamine_hydrochloride,Reference_standard;_radio-iodinated_iofetamine_is_used_to_image_brain_blood_flow,,Neurotransmission,KnownDrugs,LOPAC
WEHI-1214929,01,SN00734716,CNS-1102,Noncompetitive_NMDA_glutamate_receptor_antagonist,NMDA,Glutamate,KnownDrugs,LOPAC
WEHI-1215392,01,SN00734717,Sertraline_hydrochloride,Selective_serotonin_reuptake_inhibitor;_antidepressant,Reuptake,Serotonin,KnownDrugs,LOPAC
WEHI-1215259,01,SN00734718,"LY-294,002_hydrochloride",Specific_phosphatidylinositol_3-kinase_(PI3K)_inhibitor,PI3K,Phosphorylation,KnownDrugs,LOPAC
WEHI-1214837,01,SN00734719,Betaxolol_hydrochloride,Selective_beta1_adrenoceptor_antagonist,beta1,Adrenoceptor,KnownDrugs,LOPAC
WEHI-1214855,01,SN00734720,Bestatin_hydrochloride,Aminopeptidase_inhibitor,Aminopeptidase,Biochemistry,KnownDrugs,LOPAC
WEHI-1215065,01,SN00734721,Epibestatin_hydrochloride,Metallo-protease_inhibitor;_aminopeptidase_inhibitor,Metalloprotease,Biochemistry,KnownDrugs,LOPAC
WEHI-1215136,01,SN00734722,S-(+)-Fluoxetine_hydrochloride,Selective_serotonin_reuptake_inhibitor,Reuptake,Serotonin,KnownDrugs,LOPAC
WEHI-1215139,01,SN00734723,FPL_64176,Potent_L-type_Ca2+_channel_activator,L-type,Serotonin,KnownDrugs,LOPAC
WEHI-1215498,01,SN00734724,(±)-PPHT_hydrochloride,Potent_D2_dopamine_receptor_agonist,D2,Dopamine,KnownDrugs,LOPAC
WEHI-1215032,01,SN00734725,Dicyclomine_hydrochloride,Competitive_muscarinic_acetylcholine_receptor_antagonist,Muscarinic,Cholinergic,KnownDrugs,LOPAC
WEHI-1214858,01,SN00734726,Biperiden_hydrochloride,Non-selective_muscarinic_acetylcholine_receptor_antagonist;_antiparkinsonian,muscarinic,Cholinergic,KnownDrugs,LOPAC
WEHI-1215554,01,SN00734727,Spermine_tetrahydrochloride,"Binds_to_the_polyamine_modulatory_site_of_the_NMDA_glutamate_receptor,_attenuating_both_NMDA_and_quisqualate_mediated_responses_in_vivo",NMDA-Polyamine,Glutamate,KnownDrugs,LOPAC
WEHI-1215636,01,SN00734728,Granisetron_hydrochloride,serotonin_5-HT3_receptor_antagonist_and_antiemetic,5-HT3,Serotonin,KnownDrugs,LOPAC
